OBJECTID,scientific,family,date,OBJECTID_1,gno,Shape_Length,Shape_Area,geometry
1219,Ictinogomphus pertinax,Gomphidae,2024-6-4,454220,930,0.037493272995065365,8.774149660486462e-05,"[[[113.999371829, 22.472423785, 0], [113.999383331, 22.4633934, 0], [114.009099253, 22.463403795, 0], [114.009088381, 22.472434184, 0], [113.999371829, 22.472423785, 0]]]"
1220,Ischnura senegalensis,Coenagrionidae,2024-6-4,454221,930,0.037493272995065365,8.774149660486462e-05,"[[[113.999371829, 22.472423785, 0], [113.999383331, 22.4633934, 0], [114.009099253, 22.463403795, 0], [114.009088381, 22.472434184, 0], [113.999371829, 22.472423785, 0]]]"
1221,Pseudagrion microcephalum,Coenagrionidae,2024-6-4,454222,860,0.037494513017661296,8.774708903112566e-05,"[[[113.999360322, 22.48145416, 0], [113.999371829, 22.472423785, 0], [114.009088381, 22.472434184, 0], [114.009077503, 22.481464564, 0], [113.999360322, 22.48145416, 0]]]"
1222,Ceriagrion auranticum ryukyuanum,Coenagrionidae,2024-6-4,454223,860,0.037494513017661296,8.774708903112566e-05,"[[[113.999360322, 22.48145416, 0], [113.999371829, 22.472423785, 0], [114.009088381, 22.472434184, 0], [114.009077503, 22.481464564, 0], [113.999360322, 22.48145416, 0]]]"
1223,Ceriagrion auranticum ryukyuanum,Coenagrionidae,2024-6-4,454224,930,0.037493272995065365,8.774149660486462e-05,"[[[113.999371829, 22.472423785, 0], [113.999383331, 22.4633934, 0], [114.009099253, 22.463403795, 0], [114.009088381, 22.472434184, 0], [113.999371829, 22.472423785, 0]]]"
1224,Aethriamanta brevipennis,Libellulidae,2024-6-4,454225,930,0.037493272995065365,8.774149660486462e-05,"[[[113.999371829, 22.472423785, 0], [113.999383331, 22.4633934, 0], [114.009099253, 22.463403795, 0], [114.009088381, 22.472434184, 0], [113.999371829, 22.472423785, 0]]]"
1225,Ceriagrion auranticum ryukyuanum,Coenagrionidae,2024-6-4,454226,930,0.037493272995065365,8.774149660486462e-05,"[[[113.999371829, 22.472423785, 0], [113.999383331, 22.4633934, 0], [114.009099253, 22.463403795, 0], [114.009088381, 22.472434184, 0], [113.999371829, 22.472423785, 0]]]"
1226,Aethriamanta brevipennis,Libellulidae,2024-6-4,454227,930,0.037493272995065365,8.774149660486462e-05,"[[[113.999371829, 22.472423785, 0], [113.999383331, 22.4633934, 0], [114.009099253, 22.463403795, 0], [114.009088381, 22.472434184, 0], [113.999371829, 22.472423785, 0]]]"
1227,Polypedates megacephalus,Rhacophoridae,2024-8-6,454228,2600,0.03746348367369792,8.760711885632211e-05,"[[[113.902631345, 22.255557038, 0], [113.902648925, 22.246526473, 0], [113.912349757, 22.246542545, 0], [113.912332799, 22.255573118, 0], [113.902631345, 22.255557038, 0]]]"
1228,Polypedates megacephalus,Rhacophoridae,2024-8-14,454229,1175,0.037489573465226675,8.772481588779565e-05,"[[[114.339420762, 22.44534824, 0], [114.339410239, 22.436317816, 0], [114.349124278, 22.436307744, 0], [114.34913543, 22.445338163, 0], [114.339420762, 22.44534824, 0]]]"
1229,Coeliccia cyanomelas,Platycnemididae,2024-3-11,454230,2678,0.03746245221476179,8.760249733063612e-05,"[[[113.980255808, 22.24663884, 0], [113.980268405, 22.237608214, 0], [113.989968677, 22.23761965, 0], [113.989956701, 22.246650281, 0], [113.980255808, 22.24663884, 0]]]"
1230,Tholymis tillarga,Libellulidae,2024-6-4,454231,930,0.037493272995065365,8.774149660486462e-05,"[[[113.999371829, 22.472423785, 0], [113.999383331, 22.4633934, 0], [114.009099253, 22.463403795, 0], [114.009088381, 22.472434184, 0], [113.999371829, 22.472423785, 0]]]"
1231,Neurothemis tullia tullia,Libellulidae,2024-6-4,454232,930,0.037493272995065365,8.774149660486462e-05,"[[[113.999371829, 22.472423785, 0], [113.999383331, 22.4633934, 0], [114.009099253, 22.463403795, 0], [114.009088381, 22.472434184, 0], [113.999371829, 22.472423785, 0]]]"
1232,Tholymis tillarga,Libellulidae,2024-6-4,454233,930,0.037493272995065365,8.774149660486462e-05,"[[[113.999371829, 22.472423785, 0], [113.999383331, 22.4633934, 0], [114.009099253, 22.463403795, 0], [114.009088381, 22.472434184, 0], [113.999371829, 22.472423785, 0]]]"
1233,Pseudothemis zonata,Libellulidae,2024-6-4,454234,930,0.037493272995065365,8.774149660486462e-05,"[[[113.999371829, 22.472423785, 0], [113.999383331, 22.4633934, 0], [114.009099253, 22.463403795, 0], [114.009088381, 22.472434184, 0], [113.999371829, 22.472423785, 0]]]"
1234,Acisoma panorpoides,Libellulidae,2024-4-9,454235,930,0.037493272995065365,8.774149660486462e-05,"[[[113.999371829, 22.472423785, 0], [113.999383331, 22.4633934, 0], [114.009099253, 22.463403795, 0], [114.009088381, 22.472434184, 0], [113.999371829, 22.472423785, 0]]]"
1235,Acisoma panorpoides,Libellulidae,2024-4-9,454236,930,0.037493272995065365,8.774149660486462e-05,"[[[113.999371829, 22.472423785, 0], [113.999383331, 22.4633934, 0], [114.009099253, 22.463403795, 0], [114.009088381, 22.472434184, 0], [113.999371829, 22.472423785, 0]]]"
1236,Orthetrum luzonicum,Libellulidae,2024-6-13,454237,2539,0.03746492028729469,8.76136309876528e-05,"[[[113.98993273, 22.264711513, 0], [113.989944718, 22.255680902, 0], [113.99964624, 22.255691769, 0], [113.999634874, 22.264722385, 0], [113.98993273, 22.264711513, 0]]]"
1237,Acisoma panorpoides,Libellulidae,2024-6-4,454238,930,0.037493272995065365,8.774149660486462e-05,"[[[113.999371829, 22.472423785, 0], [113.999383331, 22.4633934, 0], [114.009099253, 22.463403795, 0], [114.009088381, 22.472434184, 0], [113.999371829, 22.472423785, 0]]]"
1238,Acisoma panorpoides,Libellulidae,2024-6-4,454239,930,0.037493272995065365,8.774149660486462e-05,"[[[113.999371829, 22.472423785, 0], [113.999383331, 22.4633934, 0], [114.009099253, 22.463403795, 0], [114.009088381, 22.472434184, 0], [113.999371829, 22.472423785, 0]]]"
1239,Pantala flavescens,Libellulidae,2024-4-9,454240,930,0.037493272995065365,8.774149660486462e-05,"[[[113.999371829, 22.472423785, 0], [113.999383331, 22.4633934, 0], [114.009099253, 22.463403795, 0], [114.009088381, 22.472434184, 0], [113.999371829, 22.472423785, 0]]]"
1240,Neurothemis fulvia,Libellulidae,2024-5-30,454241,930,0.037493272995065365,8.774149660486462e-05,"[[[113.999371829, 22.472423785, 0], [113.999383331, 22.4633934, 0], [114.009099253, 22.463403795, 0], [114.009088381, 22.472434184, 0], [113.999371829, 22.472423785, 0]]]"
1241,Pantala flavescens,Libellulidae,2024-4-9,454242,930,0.037493272995065365,8.774149660486462e-05,"[[[113.999371829, 22.472423785, 0], [113.999383331, 22.4633934, 0], [114.009099253, 22.463403795, 0], [114.009088381, 22.472434184, 0], [113.999371829, 22.472423785, 0]]]"
1242,Pantala flavescens,Libellulidae,2024-4-9,454243,930,0.037493272995065365,8.774149660486462e-05,"[[[113.999371829, 22.472423785, 0], [113.999383331, 22.4633934, 0], [114.009099253, 22.463403795, 0], [114.009088381, 22.472434184, 0], [113.999371829, 22.472423785, 0]]]"
1243,Pantala flavescens,Libellulidae,2024-4-9,454244,930,0.037493272995065365,8.774149660486462e-05,"[[[113.999371829, 22.472423785, 0], [113.999383331, 22.4633934, 0], [114.009099253, 22.463403795, 0], [114.009088381, 22.472434184, 0], [113.999371829, 22.472423785, 0]]]"
1244,Leptogomphus hongkongensis,Gomphidae,2024-6-13,454245,2610,0.03746371343409561,8.760819133847163e-05,"[[[113.99964624, 22.255691769, 0], [113.9996576, 22.246661143, 0], [114.009358505, 22.246671426, 0], [114.009347767, 22.255702057, 0], [113.99964624, 22.255691769, 0]]]"
1245,Leptogomphus hongkongensis,Gomphidae,2024-6-13,454246,2610,0.03746371343409561,8.760819133847163e-05,"[[[113.99964624, 22.255691769, 0], [113.9996576, 22.246661143, 0], [114.009358505, 22.246671426, 0], [114.009347767, 22.255702057, 0], [113.99964624, 22.255691769, 0]]]"
1246,Pantala flavescens,Libellulidae,2024-6-13,454247,2608,0.03746367524612792,8.760801300134419e-05,"[[[113.980243203, 22.255669456, 0], [113.980255808, 22.24663884, 0], [113.989956701, 22.246650281, 0], [113.989944718, 22.255680902, 0], [113.980243203, 22.255669456, 0]]]"
1247,Leptogomphus hongkongensis,Gomphidae,2024-3-21,454248,809,0.03749591413204792,8.775343348075633e-05,"[[[114.183987884, 22.490582099, 0], [114.18398742, 22.48155169, 0], [114.193704653, 22.481550966, 0], [114.193705747, 22.490581375, 0], [114.183987884, 22.490582099, 0]]]"
1248,Leptogomphus hongkongensis,Gomphidae,2024-6-13,454249,2609,0.037463695262723626,8.760810632497173e-05,"[[[113.989944718, 22.255680902, 0], [113.989956701, 22.246650281, 0], [113.9996576, 22.246661143, 0], [113.99964624, 22.255691769, 0], [113.989944718, 22.255680902, 0]]]"
1249,Leptogomphus hongkongensis,Gomphidae,2024-6-13,454250,2609,0.037463695262723626,8.760810632497173e-05,"[[[113.989944718, 22.255680902, 0], [113.989956701, 22.246650281, 0], [113.9996576, 22.246661143, 0], [113.99964624, 22.255691769, 0], [113.989944718, 22.255680902, 0]]]"
1250,Neurothemis fulvia,Libellulidae,2024-6-13,454251,2539,0.03746492028729469,8.76136309876528e-05,"[[[113.98993273, 22.264711513, 0], [113.989944718, 22.255680902, 0], [113.99964624, 22.255691769, 0], [113.999634874, 22.264722385, 0], [113.98993273, 22.264711513, 0]]]"
1251,Leptogomphus hongkongensis,Gomphidae,2024-6-13,454252,2539,0.03746492028729469,8.76136309876528e-05,"[[[113.98993273, 22.264711513, 0], [113.989944718, 22.255680902, 0], [113.99964624, 22.255691769, 0], [113.999634874, 22.264722385, 0], [113.98993273, 22.264711513, 0]]]"
1252,Leptogomphus hongkongensis,Gomphidae,2024-6-13,454253,2539,0.03746492028729469,8.76136309876528e-05,"[[[113.98993273, 22.264711513, 0], [113.989944718, 22.255680902, 0], [113.99964624, 22.255691769, 0], [113.999634874, 22.264722385, 0], [113.98993273, 22.264711513, 0]]]"
1253,Leptogomphus hongkongensis,Gomphidae,2024-6-13,454254,2678,0.03746245221476179,8.760249733063612e-05,"[[[113.980255808, 22.24663884, 0], [113.980268405, 22.237608214, 0], [113.989968677, 22.23761965, 0], [113.989956701, 22.246650281, 0], [113.980255808, 22.24663884, 0]]]"
1254,Pantala flavescens,Libellulidae,2024-6-4,454255,930,0.037493272995065365,8.774149660486462e-05,"[[[113.999371829, 22.472423785, 0], [113.999383331, 22.4633934, 0], [114.009099253, 22.463403795, 0], [114.009088381, 22.472434184, 0], [113.999371829, 22.472423785, 0]]]"
1255,Neurothemis fulvia,Libellulidae,2024-6-4,454256,860,0.037494513017661296,8.774708903112566e-05,"[[[113.999360322, 22.48145416, 0], [113.999371829, 22.472423785, 0], [114.009088381, 22.472434184, 0], [114.009077503, 22.481464564, 0], [113.999360322, 22.48145416, 0]]]"
1256,Pantala flavescens,Libellulidae,2024-6-4,454257,860,0.037494513017661296,8.774708903112566e-05,"[[[113.999360322, 22.48145416, 0], [113.999371829, 22.472423785, 0], [114.009088381, 22.472434184, 0], [114.009077503, 22.481464564, 0], [113.999360322, 22.48145416, 0]]]"
1257,Brachydiplax flavovittata,Libellulidae,2024-6-4,454258,930,0.037493272995065365,8.774149660486462e-05,"[[[113.999371829, 22.472423785, 0], [113.999383331, 22.4633934, 0], [114.009099253, 22.463403795, 0], [114.009088381, 22.472434184, 0], [113.999371829, 22.472423785, 0]]]"
1258,Crocothemis servilia servilia,Libellulidae,2024-6-4,454259,860,0.037494513017661296,8.774708903112566e-05,"[[[113.999360322, 22.48145416, 0], [113.999371829, 22.472423785, 0], [114.009088381, 22.472434184, 0], [114.009077503, 22.481464564, 0], [113.999360322, 22.48145416, 0]]]"
1259,Crocothemis servilia servilia,Libellulidae,2024-6-4,454260,930,0.037493272995065365,8.774149660486462e-05,"[[[113.999371829, 22.472423785, 0], [113.999383331, 22.4633934, 0], [114.009099253, 22.463403795, 0], [114.009088381, 22.472434184, 0], [113.999371829, 22.472423785, 0]]]"
1260,Crocothemis servilia servilia,Libellulidae,2024-6-4,454261,930,0.037493272995065365,8.774149660486462e-05,"[[[113.999371829, 22.472423785, 0], [113.999383331, 22.4633934, 0], [114.009099253, 22.463403795, 0], [114.009088381, 22.472434184, 0], [113.999371829, 22.472423785, 0]]]"
1261,Crocothemis servilia servilia,Libellulidae,2024-6-4,454262,930,0.037493272995065365,8.774149660486462e-05,"[[[113.999371829, 22.472423785, 0], [113.999383331, 22.4633934, 0], [114.009099253, 22.463403795, 0], [114.009088381, 22.472434184, 0], [113.999371829, 22.472423785, 0]]]"
1262,Brachydiplax flavovittata,Libellulidae,2024-6-4,454263,930,0.037493272995065365,8.774149660486462e-05,"[[[113.999371829, 22.472423785, 0], [113.999383331, 22.4633934, 0], [114.009099253, 22.463403795, 0], [114.009088381, 22.472434184, 0], [113.999371829, 22.472423785, 0]]]"
1263,Crocothemis servilia servilia,Libellulidae,2024-4-9,454264,930,0.037493272995065365,8.774149660486462e-05,"[[[113.999371829, 22.472423785, 0], [113.999383331, 22.4633934, 0], [114.009099253, 22.463403795, 0], [114.009088381, 22.472434184, 0], [113.999371829, 22.472423785, 0]]]"
1264,Crocothemis servilia servilia,Libellulidae,2024-4-9,454265,930,0.037493272995065365,8.774149660486462e-05,"[[[113.999371829, 22.472423785, 0], [113.999383331, 22.4633934, 0], [114.009099253, 22.463403795, 0], [114.009088381, 22.472434184, 0], [113.999371829, 22.472423785, 0]]]"
1265,Brachydiplax flavovittata,Libellulidae,2024-4-9,454266,930,0.037493272995065365,8.774149660486462e-05,"[[[113.999371829, 22.472423785, 0], [113.999383331, 22.4633934, 0], [114.009099253, 22.463403795, 0], [114.009088381, 22.472434184, 0], [113.999371829, 22.472423785, 0]]]"
1266,Brachydiplax flavovittata,Libellulidae,2024-4-9,454267,930,0.037493272995065365,8.774149660486462e-05,"[[[113.999371829, 22.472423785, 0], [113.999383331, 22.4633934, 0], [114.009099253, 22.463403795, 0], [114.009088381, 22.472434184, 0], [113.999371829, 22.472423785, 0]]]"
1267,Brachydiplax flavovittata,Libellulidae,2024-4-9,454268,930,0.037493272995065365,8.774149660486462e-05,"[[[113.999371829, 22.472423785, 0], [113.999383331, 22.4633934, 0], [114.009099253, 22.463403795, 0], [114.009088381, 22.472434184, 0], [113.999371829, 22.472423785, 0]]]"
1268,Brachydiplax flavovittata,Libellulidae,2024-5-7,454269,930,0.037493272995065365,8.774149660486462e-05,"[[[113.999371829, 22.472423785, 0], [113.999383331, 22.4633934, 0], [114.009099253, 22.463403795, 0], [114.009088381, 22.472434184, 0], [113.999371829, 22.472423785, 0]]]"
1269,Brachydiplax flavovittata,Libellulidae,2024-4-9,454270,860,0.037494513017661296,8.774708903112566e-05,"[[[113.999360322, 22.48145416, 0], [113.999371829, 22.472423785, 0], [114.009088381, 22.472434184, 0], [114.009077503, 22.481464564, 0], [113.999360322, 22.48145416, 0]]]"
1270,Trithemis aurora,Libellulidae,2024-3-11,454271,2678,0.03746245221476179,8.760249733063612e-05,"[[[113.980255808, 22.24663884, 0], [113.980268405, 22.237608214, 0], [113.989968677, 22.23761965, 0], [113.989956701, 22.246650281, 0], [113.980255808, 22.24663884, 0]]]"
1271,Brachydiplax flavovittata,Libellulidae,2024-4-9,454272,860,0.037494513017661296,8.774708903112566e-05,"[[[113.999360322, 22.48145416, 0], [113.999371829, 22.472423785, 0], [114.009088381, 22.472434184, 0], [114.009077503, 22.481464564, 0], [113.999360322, 22.48145416, 0]]]"
1272,Brachydiplax flavovittata,Libellulidae,2024-4-9,454273,860,0.037494513017661296,8.774708903112566e-05,"[[[113.999360322, 22.48145416, 0], [113.999371829, 22.472423785, 0], [114.009088381, 22.472434184, 0], [114.009077503, 22.481464564, 0], [113.999360322, 22.48145416, 0]]]"
1273,Crocothemis servilia servilia,Libellulidae,2024-4-9,454274,860,0.037494513017661296,8.774708903112566e-05,"[[[113.999360322, 22.48145416, 0], [113.999371829, 22.472423785, 0], [114.009088381, 22.472434184, 0], [114.009077503, 22.481464564, 0], [113.999360322, 22.48145416, 0]]]"
1274,Crocothemis servilia servilia,Libellulidae,2024-4-9,454275,860,0.037494513017661296,8.774708903112566e-05,"[[[113.999360322, 22.48145416, 0], [113.999371829, 22.472423785, 0], [114.009088381, 22.472434184, 0], [114.009077503, 22.481464564, 0], [113.999360322, 22.48145416, 0]]]"
1275,Crocothemis servilia servilia,Libellulidae,2024-4-9,454276,930,0.037493272995065365,8.774149660486462e-05,"[[[113.999371829, 22.472423785, 0], [113.999383331, 22.4633934, 0], [114.009099253, 22.463403795, 0], [114.009088381, 22.472434184, 0], [113.999371829, 22.472423785, 0]]]"
1276,Brachydiplax flavovittata,Libellulidae,2024-4-9,454277,930,0.037493272995065365,8.774149660486462e-05,"[[[113.999371829, 22.472423785, 0], [113.999383331, 22.4633934, 0], [114.009099253, 22.463403795, 0], [114.009088381, 22.472434184, 0], [113.999371829, 22.472423785, 0]]]"
1277,Agriomorpha fusca,Rhipidolestidae,2024-6-13,454278,2609,0.037463695262723626,8.760810632497173e-05,"[[[113.989944718, 22.255680902, 0], [113.989956701, 22.246650281, 0], [113.9996576, 22.246661143, 0], [113.99964624, 22.255691769, 0], [113.989944718, 22.255680902, 0]]]"
1278,Tramea virginia,Libellulidae,2024-6-13,454279,2610,0.03746371343409561,8.760819133847163e-05,"[[[113.99964624, 22.255691769, 0], [113.9996576, 22.246661143, 0], [114.009358505, 22.246671426, 0], [114.009347767, 22.255702057, 0], [113.99964624, 22.255691769, 0]]]"
1279,Agriomorpha fusca,Rhipidolestidae,2024-6-13,454280,2609,0.037463695262723626,8.760810632497173e-05,"[[[113.989944718, 22.255680902, 0], [113.989956701, 22.246650281, 0], [113.9996576, 22.246661143, 0], [113.99964624, 22.255691769, 0], [113.989944718, 22.255680902, 0]]]"
1280,Mnais mneme,Calopterygidae,2024-3-21,454281,810,0.03749591340733854,8.775342990363645e-05,"[[[114.193705747, 22.490581375, 0], [114.193704653, 22.481550966, 0], [114.203421886, 22.481549657, 0], [114.20342361, 22.490580065, 0], [114.193705747, 22.490581375, 0]]]"
1281,Gynacantha ryukyuensis,Aeshnidae,2024-6-13,454282,2609,0.037463695262723626,8.760810632497173e-05,"[[[113.989944718, 22.255680902, 0], [113.989956701, 22.246650281, 0], [113.9996576, 22.246661143, 0], [113.99964624, 22.255691769, 0], [113.989944718, 22.255680902, 0]]]"
1282,Onychargia atrocyana,Coenagrionidae,2024-6-13,454283,2609,0.037463695262723626,8.760810632497173e-05,"[[[113.989944718, 22.255680902, 0], [113.989956701, 22.246650281, 0], [113.9996576, 22.246661143, 0], [113.99964624, 22.255691769, 0], [113.989944718, 22.255680902, 0]]]"
1283,Tramea virginia,Libellulidae,2024-6-13,454284,2678,0.03746245221476179,8.760249733063612e-05,"[[[113.980255808, 22.24663884, 0], [113.980268405, 22.237608214, 0], [113.989968677, 22.23761965, 0], [113.989956701, 22.246650281, 0], [113.980255808, 22.24663884, 0]]]"
1284,Prodasineura autumnalis,Platycnemididae,2024-6-4,454285,930,0.037493272995065365,8.774149660486462e-05,"[[[113.999371829, 22.472423785, 0], [113.999383331, 22.4633934, 0], [114.009099253, 22.463403795, 0], [114.009088381, 22.472434184, 0], [113.999371829, 22.472423785, 0]]]"
1285,Crocothemis servilia servilia,Libellulidae,2024-6-4,454286,930,0.037493272995065365,8.774149660486462e-05,"[[[113.999371829, 22.472423785, 0], [113.999383331, 22.4633934, 0], [114.009099253, 22.463403795, 0], [114.009088381, 22.472434184, 0], [113.999371829, 22.472423785, 0]]]"
